Id,Category
1926,5
1927,1
1928,0
1929,3
1930,5
1931,8
1932,0
1933,2
1934,5
1935,8
1936,10
1937,0
1938,4
1939,4
1940,6
1941,0
1942,2
1943,4
1944,0
1945,9
1946,6
1947,5
1948,10
1949,5
1950,1
1951,8
1952,6
1953,6
1954,1
1955,0
1956,2
1957,3
1958,4
1959,2
1960,9
1961,10
1962,1
1963,6
1964,8
1965,8
1966,5
1967,8
1968,7
1969,2
1970,7
1971,2
1972,8
1973,9
1974,7
1975,1
1976,9
1977,10
1978,9
1979,4
1980,5
1981,7
1982,1
1983,3
1984,7
1985,1
1986,4
1987,3
1988,9
1989,8
1990,1
1991,1
1992,10
1993,9
1994,2
1995,0
1996,0
1997,0
1998,2
1999,7
2000,5
2001,5
2002,6
2003,5
2004,4
2005,2
2006,1
2007,2
2008,2
2009,2
2010,1
2011,3
2012,7
2013,6
2014,6
2015,2
2016,7
2017,0
2018,9
2019,8
2020,9
2021,6
2022,4
2023,9
2024,0
2025,2
2026,4
2027,0
2028,4
2029,6
2030,2
2031,8
2032,10
2033,4
2034,0
2035,0
2036,5
2037,6
2038,2
2039,0
2040,0
2041,8
2042,5
2043,6
2044,5
2045,0
2046,5
2047,2
2048,0
2049,9
2050,6
2051,3
2052,7
2053,2
2054,4
2055,4
2056,0
2057,8
2058,2
2059,9
2060,4
2061,2
2062,10
2063,0
2064,10
2065,9
2066,2
2067,8
2068,3
2069,3
2070,3
2071,9
2072,2
2073,9
2074,0
2075,8
2076,8
2077,6
2078,7
2079,4
2080,1
2081,4
2082,9
2083,2
2084,10
2085,5
2086,9
2087,2
2088,0
2089,3
2090,3
2091,4
2092,3
2093,1
2094,8
2095,8
2096,0
2097,5
2098,7
2099,10
2100,3
2101,5
2102,3
2103,5
2104,2
2105,1
2106,5
2107,3
2108,3
2109,8
2110,5
2111,1
2112,9
2113,9
2114,5
2115,8
2116,6
2117,5
2118,10
2119,10
2120,9
2121,0
2122,9
2123,10
2124,5
2125,0
2126,5
2127,4
2128,7
2129,10
2130,6
2131,1
2132,9
2133,10
2134,0
2135,5
2136,8
2137,6
2138,6
2139,1
2140,10
2141,3
2142,4
2143,6
2144,6
2145,4
2146,0
2147,0
2148,3
2149,8
2150,1
2151,9
2152,8
2153,0
2154,0
2155,3
2156,10
2157,1
2158,5
2159,5
2160,7
2161,0
2162,4
2163,0
2164,10
2165,3
2166,1
2167,10
2168,6
2169,0
2170,5
2171,6
2172,3
2173,8
2174,2
2175,4
2176,5
2177,6
2178,7
2179,9
2180,4
2181,8
2182,1
2183,9
2184,9
2185,2
2186,7
2187,8
2188,4
2189,0
2190,10
2191,2
2192,5
2193,8
2194,1
2195,2
2196,9
2197,8
2198,0
2199,2
2200,0
2201,2
2202,4
2203,5
2204,0
2205,9
2206,4
2207,2
2208,2
2209,5
2210,2
2211,10
2212,4
2213,4
2214,2
2215,6
2216,4
2217,5
2218,8
2219,9
2220,2
2221,3
2222,7
2223,1
2224,8
2225,2
2226,2
2227,3
2228,5
2229,5
2230,3
2231,9
2232,3
2233,8
2234,6
2235,6
2236,10
2237,5
2238,0
2239,8
2240,10
2241,1
2242,7
2243,6
2244,9
2245,9
2246,1
2247,2
2248,2
2249,1
2250,6
2251,0
2252,0
2253,6
2254,10
2255,8
2256,1
2257,4
2258,1
2259,8
2260,4
2261,9
2262,10
2263,0
2264,10
2265,1
2266,10
2267,7
2268,10
2269,2
2270,8
2271,9
2272,10
2273,6
2274,8
2275,9
2276,3
2277,10
2278,8
2279,3
2280,0
2281,9
2282,8
2283,3
2284,4
2285,3
2286,8
2287,3
2288,2
2289,8
2290,2
2291,2
2292,10
2293,0
2294,0
2295,8
2296,7
2297,5
2298,8
2299,2
2300,4
2301,9
2302,2
2303,4
2304,9
2305,2
2306,5
2307,3
2308,8
2309,1
2310,5
2311,9
2312,5
2313,0
2314,9
2315,10
2316,9
2317,1
2318,9
2319,9
2320,2
2321,5
2322,2
2323,8
2324,9
2325,0
2326,2
2327,1
2328,0
2329,6
2330,5
2331,3
2332,0
2333,7
2334,4
2335,9
2336,9
2337,9
2338,3
2339,3
2340,10
2341,6
2342,5
2343,9
2344,0
2345,2
2346,8
2347,0
2348,5
2349,3
2350,8
2351,3
2352,6
2353,6
2354,4
2355,9
2356,4
2357,6
2358,1
2359,2
2360,8
2361,7
2362,10
2363,2
2364,3
2365,6
2366,4
2367,7
2368,10
2369,6
2370,1
2371,6
2372,5
2373,8
2374,5
2375,2
2376,0
2377,8
2378,3
2379,5
2380,1
2381,6
2382,7
2383,4
2384,10
2385,4
2386,5
2387,0
2388,0
2389,0
2390,3
2391,10
2392,4
2393,3
2394,5
2395,5
2396,6
2397,3
2398,5
2399,3
2400,2
2401,3
2402,2
2403,2
2404,0
2405,10
2406,6
2407,0
2408,6
2409,9
2410,5
2411,5
2412,8
2413,9
2414,8
2415,8
2416,3
2417,9
2418,0
2419,8
2420,4
2421,2
2422,9
2423,3
2424,9
2425,10
2426,10
2427,6
2428,7
2429,6
2430,9
2431,4
2432,2
2433,6
2434,5
2435,7
2436,8
2437,3
2438,9
2439,9
2440,8
2441,4
2442,8
2443,0
2444,4
2445,1
2446,5
2447,8
2448,0
2449,10
2450,6
2451,8
2452,6
2453,6
2454,4
2455,7
2456,0
2457,10
2458,8
2459,9
2460,10
2461,0
2462,9
2463,2
2464,9
2465,1
2466,2
2467,8
2468,1
2469,1
2470,9
2471,7
2472,6
2473,2
2474,8
2475,7
2476,0
2477,4
2478,10
2479,2
2480,3
2481,5
2482,1
2483,2
2484,10
2485,7
2486,10
2487,0
2488,3
2489,6
2490,4
2491,9
2492,8
2493,5
2494,4
2495,5
2496,9
2497,8
2498,0
2499,2
2500,4
2501,8
2502,5
2503,2
2504,8
2505,9
2506,3
2507,8
2508,0
2509,8
2510,2
2511,2
2512,3
2513,4
2514,3
2515,4
2516,4
2517,5
2518,7
2519,8
2520,8
2521,5
2522,8
2523,0
2524,9
2525,2
2526,9
2527,8
2528,0
2529,8
2530,2
2531,9
2532,5
2533,5
2534,10
2535,4
2536,3
2537,8
2538,9
2539,0
2540,0
2541,2
2542,9
2543,5
2544,3
2545,4
2546,4
2547,0
2548,1
2549,10
2550,10
2551,2
2552,8
2553,8
2554,8
2555,5
2556,1
2557,10
2558,8
2559,4
2560,2
2561,3
2562,0
2563,8
2564,9
2565,8
2566,1
2567,5
2568,3
2569,5
2570,2
2571,10
2572,0
2573,5
2574,7
2575,9
2576,5
2577,9
2578,9
2579,2
2580,0
2581,0
2582,1
2583,9
2584,10
2585,0
2586,9
2587,0
2588,1
2589,0
2590,6
2591,0
2592,2
2593,0
2594,8
2595,10
2596,8
2597,1
2598,0
2599,3
2600,10
2601,7
2602,1
2603,0
2604,1
2605,9
2606,8
2607,6
2608,9
2609,10
2610,6
2611,4
2612,4
2613,5
2614,8
2615,5
2616,2
2617,5
2618,2
2619,10
2620,3
2621,3
2622,2
2623,5
2624,8
2625,9
2626,4
2627,9
2628,0
2629,1
2630,9
2631,2
2632,5
2633,8
2634,6
2635,7
2636,4
2637,7
2638,5
2639,9
2640,2
2641,5
2642,8
2643,8
2644,10
2645,7
2646,8
2647,2
2648,1
2649,6
2650,0
2651,2
2652,6
2653,1
2654,10
2655,10
2656,0
2657,8
2658,1
2659,1
2660,9
2661,7
2662,6
2663,1
2664,9
2665,10
2666,5
2667,10
2668,9
2669,6
2670,9
2671,3
2672,6
2673,2
2674,6
2675,5
2676,9
2677,7
2678,4
2679,0
2680,4
2681,3
2682,10
2683,8
2684,5
2685,0
2686,7
2687,2
2688,5
2689,0
2690,6
2691,3
2692,3
2693,6
2694,1
2695,3
2696,5
2697,6
2698,4
2699,10
2700,6
2701,5
2702,8
2703,6
2704,4
2705,9
2706,1
2707,9
2708,3
2709,4
2710,4
2711,0
2712,8
2713,0
2714,8
2715,9
2716,8
2717,0
2718,3
2719,5
2720,9
2721,10
2722,5
2723,6
2724,0
2725,0
2726,6
2727,9
2728,8
2729,8
2730,2
2731,4
2732,9
2733,4
2734,2
2735,9
2736,7
2737,10
2738,9
2739,0
2740,0
2741,7
2742,9
2743,9
2744,7
2745,3
2746,8
2747,0
2748,10
2749,8
2750,10
2751,0
2752,5
2753,1
2754,5
2755,8
2756,5
2757,5
2758,2
2759,10
2760,9
2761,1
2762,4
2763,3
2764,10
2765,2
2766,6
2767,4
2768,10
2769,0
2770,6
2771,7
2772,4
2773,8
2774,0
2775,10
2776,5
2777,0
2778,1
2779,0
2780,10
2781,2
2782,9
2783,8
2784,4
2785,2
2786,0
2787,1
2788,6
2789,8
2790,8
2791,6
2792,2
2793,8
2794,0
2795,8
2796,5
2797,9
2798,8
2799,9
2800,5
2801,0
2802,9
2803,0
2804,3
2805,7
2806,10
2807,10
2808,5
2809,9
2810,9
2811,5
2812,8
2813,9
2814,2
2815,0
2816,9
2817,4
2818,8
2819,2
2820,5
2821,2
2822,9
2823,5
2824,9
2825,4
2826,0
2827,4
2828,1
2829,8
2830,5
2831,9
2832,0
2833,5
2834,6
2835,9
2836,1
2837,4
2838,5
2839,5
2840,4
2841,7
2842,4
2843,3
2844,9
2845,8
2846,4
2847,4
2848,5
2849,5
2850,1
2851,0
2852,9
2853,2
2854,7
2855,4
2856,10
2857,10
2858,8
2859,9
2860,9
2861,9
2862,9
2863,0
2864,3
2865,5
2866,8
2867,9
2868,6
2869,5
2870,4
2871,8
2872,4
2873,8
2874,2
2875,3
2876,8
2877,9
2878,0
2879,7
2880,2
2881,0
2882,6
2883,8
2884,4
2885,9
2886,2
2887,2
2888,10
2889,7
2890,2
2891,8
2892,8
2893,10
2894,5
2895,1
2896,9
2897,8
2898,9
2899,2
2900,9
2901,10
2902,8
2903,3
2904,2
2905,9
2906,4
2907,5
2908,0
2909,3
2910,9
2911,8
2912,4
2913,5
2914,9
2915,8
2916,2
2917,3
2918,8
2919,3
2920,3
2921,3
2922,5
2923,1
2924,3
2925,8
2926,9
2927,0
2928,4
2929,4
2930,7
2931,6
2932,8
2933,9
2934,9
2935,8
2936,3
2937,9
2938,0
2939,8
2940,1
2941,3
2942,2
2943,1
2944,5
2945,9
2946,9
2947,8
2948,9
2949,1
2950,7
2951,8
2952,3
2953,0
2954,2
2955,3
2956,8
2957,10
2958,0
2959,1
2960,4
2961,4
2962,9
2963,9
2964,0
2965,6
2966,3
2967,4
2968,9
2969,2
2970,10
2971,4
2972,9
2973,4
2974,4
2975,5
2976,10
2977,4
2978,10
2979,5
2980,0
2981,4
2982,6
2983,2
2984,7
2985,1
2986,2
2987,8
2988,7
2989,9
2990,10
2991,5
2992,5
2993,7
2994,9
2995,9
2996,3
